Turn: R30    | Dial: 50 -> 80 | Zero passes: 0
Turn: R23    | Dial: 77 ->  0 | Zero passes: 5884  <== HIT 0!
Turn: L57    | Dial:  0 -> 43 | Zero passes: 5884
Turn: L39    | Dial: 43 ->  4 | Zero passes: 5884
Turn: R96    | Dial:  4 ->  0 | Zero passes: 5885  <== HIT 0!
Turn: L61    | Dial:  0 -> 39 | Zero passes: 5885
Turn: L55    | Dial: 39 -> 84 | Zero passes: 5886
Turn: L364   | Dial: 84 -> 20 | Zero passes: 5889
Turn: R80    | Dial: 20 ->  0 | Zero passes: 5890  <== HIT 0!
Turn: L84    | Dial:  0 -> 16 | Zero passes: 5890
Turn: R51    | Dial: 16 -> 67 | Zero passes: 5890
Turn: R33    | Dial: 67 ->  0 | Zero passes: 5891  <== HIT 0!
Turn: R787   | Dial:  0 -> 87 | Zero passes: 5898
Turn: L87    | Dial: 87 ->  0 | Zero passes: 5899  <== HIT 0!
Turn: L44    | Dial:  0 -> 56 | Zero passes: 5899
Turn: R97    | Dial: 56 -> 53 | Zero passes: 5900
Turn: R336   | Dial: 53 -> 89 | Zero passes: 5903
Turn: R589   | Dial: 89 -> 78 | Zero passes: 5909
Turn: L278   | Dial: 78 ->  0 | Zero passes: 5912  <== HIT 0!
Turn: L98    | Dial:  0 ->  2 | Zero passes: 5912
Turn: R98    | Dial:  2 ->  0 | Zero passes: 5913  <== HIT 0!
Turn: R76    | Dial:  0 -> 76 | Zero passes: 5913
Turn: L76    | Dial: 76 ->  0 | Zero passes: 5914  <== HIT 0!
Turn: L5     | Dial:  0 -> 95 | Zero passes: 5914
Turn: R481   | Dial: 95 -> 76 | Zero passes: 5919
Turn: L87    | Dial: 76 -> 89 | Zero passes: 5920
Turn: L571   | Dial: 89 -> 18 | Zero passes: 5925
Turn: L18    | Dial: 18 ->  0 | Zero passes: 5926  <== HIT 0!
Turn: R68    | Dial:  0 -> 68 | Zero passes: 5926
Turn: L68    | Dial: 68 ->  0 | Zero passes: 5927  <== HIT 0!
Turn: R856   | Dial:  0 -> 56 | Zero passes: 5935
Turn: L62    | Dial: 56 -> 94 | Zero passes: 5936
Turn: L17    | Dial: 94 -> 77 | Zero passes: 5936
Turn: R6     | Dial: 77 -> 83 | Zero passes: 5936
Turn: L90    | Dial: 83 -> 93 | Zero passes: 5937
Turn: L29    | Dial: 93 -> 64 | Zero passes: 5937
Turn: L368   | Dial: 64 -> 96 | Zero passes: 5941
Turn: L20    | Dial: 96 -> 76 | Zero passes: 5941
Turn: L39    | Dial: 76 -> 37 | Zero passes: 5941
Turn: L28    | Dial: 37 ->  9 | Zero passes: 5941
Turn: L9     | Dial:  9 ->  0 | Zero passes: 5942  <== HIT 0!
Turn: R49    | Dial:  0 -> 49 | Zero passes: 5942
Turn: L49    | Dial: 49 ->  0 | Zero passes: 5943  <== HIT 0!
Turn: R59    | Dial:  0 -> 59 | Zero passes: 5943
Turn: L74    | Dial: 59 -> 85 | Zero passes: 5944
Turn: L17    | Dial: 85 -> 68 | Zero passes: 5944
Turn: L12    | Dial: 68 -> 56 | Zero passes: 5944
Turn: L81    | Dial: 56 -> 75 | Zero passes: 5945
Turn: L36    | Dial: 75 -> 39 | Zero passes: 5945
Turn: R97    | Dial: 39 -> 36 | Zero passes: 5946
Turn: L70    | Dial: 36 -> 66 | Zero passes: 5947
Turn: L77    | Dial: 66 -> 89 | Zero passes: 5948
Turn: L37    | Dial: 89 -> 52 | Zero passes: 5948
Turn: R58    | Dial: 52 -> 10 | Zero passes: 5949
Turn: R690   | Dial: 10 ->  0 | Zero passes: 5956  <== HIT 0!
Turn: R12    | Dial:  0 -> 12 | Zero passes: 5956
Turn: L12    | Dial: 12 ->  0 | Zero passes: 5957  <== HIT 0!
Turn: R90    | Dial:  0 -> 90 | Zero passes: 5957
Turn: L90    | Dial: 90 ->  0 | Zero passes: 5958  <== HIT 0!
Turn: L33    | Dial:  0 -> 67 | Zero passes: 5958
Turn: R7     | Dial: 67 -> 74 | Zero passes: 5958
Turn: L42    | Dial: 74 -> 32 | Zero passes: 5958
Turn: L32    | Dial: 32 ->  0 | Zero passes: 5959  <== HIT 0!
Turn: L29    | Dial:  0 -> 71 | Zero passes: 5959
Turn: R43    | Dial: 71 -> 14 | Zero passes: 5960
Turn: L14    | Dial: 14 ->  0 | Zero passes: 5961  <== HIT 0!
Turn: L56    | Dial:  0 -> 44 | Zero passes: 5961
Turn: R56    | Dial: 44 ->  0 | Zero passes: 5962  <== HIT 0!
Turn: L93    | Dial:  0 ->  7 | Zero passes: 5962
Turn: L647   | Dial:  7 -> 60 | Zero passes: 5969
Turn: R40    | Dial: 60 ->  0 | Zero passes: 5970  <== HIT 0!
Turn: L86    | Dial:  0 -> 14 | Zero passes: 5970
Turn: L717   | Dial: 14 -> 97 | Zero passes: 5978
Turn: L82    | Dial: 97 -> 15 | Zero passes: 5978
Turn: L6     | Dial: 15 ->  9 | Zero passes: 5978
Turn: L25    | Dial:  9 -> 84 | Zero passes: 5979
Turn: R54    | Dial: 84 -> 38 | Zero passes: 5980
Turn: L4     | Dial: 38 -> 34 | Zero passes: 5980
Turn: R22    | Dial: 34 -> 56 | Zero passes: 5980
Turn: L56    | Dial: 56 ->  0 | Zero passes: 5981  <== HIT 0!
Turn: L779   | Dial:  0 -> 21 | Zero passes: 5988
Turn: L235   | Dial: 21 -> 86 | Zero passes: 5991
Turn: L69    | Dial: 86 -> 17 | Zero passes: 5991
Turn: R76    | Dial: 17 -> 93 | Zero passes: 5991
Turn: R3     | Dial: 93 -> 96 | Zero passes: 5991
Turn: L318   | Dial: 96 -> 78 | Zero passes: 5994
Turn: R22    | Dial: 78 ->  0 | Zero passes: 5995  <== HIT 0!
Turn: L57    | Dial:  0 -> 43 | Zero passes: 5995
Turn: R3     | Dial: 43 -> 46 | Zero passes: 5995
Turn: L64    | Dial: 46 -> 82 | Zero passes: 5996
Turn: R90    | Dial: 82 -> 72 | Zero passes: 5997
Turn: R44    | Dial: 72 -> 16 | Zero passes: 5998
Turn: L235   | Dial: 16 -> 81 | Zero passes: 6001
Turn: R244   | Dial: 81 -> 25 | Zero passes: 6004
Turn: L25    | Dial: 25 ->  0 | Zero passes: 6005  <== HIT 0!
Turn: R92    | Dial:  0 -> 92 | Zero passes: 6005
Turn: R72    | Dial: 92 -> 64 | Zero passes: 6006
Turn: L98    | Dial: 64 -> 66 | Zero passes: 6007
Turn: L66    | Dial: 66 ->  0 | Zero passes: 6008  <== HIT 0!
Turn: R730   | Dial:  0 -> 30 | Zero passes: 6015
Turn: L30    | Dial: 30 ->  0 | Zero passes: 6016  <== HIT 0!
Turn: R58    | Dial:  0 -> 58 | Zero passes: 6016
Turn: L31    | Dial: 58 -> 27 | Zero passes: 6016
Turn: R97    | Dial: 27 -> 24 | Zero passes: 6017
Turn: L24    | Dial: 24 ->  0 | Zero passes: 6018  <== HIT 0!
Turn: L9     | Dial:  0 -> 91 | Zero passes: 6018
Turn: L366   | Dial: 91 -> 25 | Zero passes: 6021
Turn: R75    | Dial: 25 ->  0 | Zero passes: 6022  <== HIT 0!
Turn: R1     | Dial:  0 ->  1 | Zero passes: 6022
Turn: L901   | Dial:  1 ->  0 | Zero passes: 6032  <== HIT 0!
Turn: R91    | Dial:  0 -> 91 | Zero passes: 6032
Turn: R90    | Dial: 91 -> 81 | Zero passes: 6033
Turn: R90    | Dial: 81 -> 71 | Zero passes: 6034
Turn: L88    | Dial: 71 -> 83 | Zero passes: 6035
Turn: L83    | Dial: 83 ->  0 | Zero passes: 6036  <== HIT 0!
Turn: R69    | Dial:  0 -> 69 | Zero passes: 6036
Turn: R99    | Dial: 69 -> 68 | Zero passes: 6037
Turn: L968   | Dial: 68 ->  0 | Zero passes: 6047  <== HIT 0!
Turn: R993   | Dial:  0 -> 93 | Zero passes: 6056
Turn: L68    | Dial: 93 -> 25 | Zero passes: 6056
Turn: R75    | Dial: 25 ->  0 | Zero passes: 6057  <== HIT 0!
Turn: R79    | Dial:  0 -> 79 | Zero passes: 6057
Turn: R7     | Dial: 79 -> 86 | Zero passes: 6057
Turn: R14    | Dial: 86 ->  0 | Zero passes: 6058  <== HIT 0!
Turn: L61    | Dial:  0 -> 39 | Zero passes: 6058
Turn: R38    | Dial: 39 -> 77 | Zero passes: 6058
Turn: L77    | Dial: 77 ->  0 | Zero passes: 6059  <== HIT 0!
Turn: R50    | Dial:  0 -> 50 | Zero passes: 6059
Turn: L74    | Dial: 50 -> 76 | Zero passes: 6060
Turn: L54    | Dial: 76 -> 22 | Zero passes: 6060
Turn: R223   | Dial: 22 -> 45 | Zero passes: 6062
Turn: L45    | Dial: 45 ->  0 | Zero passes: 6063  <== HIT 0!
Turn: R6     | Dial:  0 ->  6 | Zero passes: 6063
Turn: R215   | Dial:  6 -> 21 | Zero passes: 6065
Turn: R96    | Dial: 21 -> 17 | Zero passes: 6066
Turn: R83    | Dial: 17 ->  0 | Zero passes: 6067  <== HIT 0!
Turn: R32    | Dial:  0 -> 32 | Zero passes: 6067
Turn: L132   | Dial: 32 ->  0 | Zero passes: 6069  <== HIT 0!
Turn: L537   | Dial:  0 -> 63 | Zero passes: 6074
Turn: R37    | Dial: 63 ->  0 | Zero passes: 6075  <== HIT 0!
Turn: R51    | Dial:  0 -> 51 | Zero passes: 6075
Turn: R49    | Dial: 51 ->  0 | Zero passes: 6076  <== HIT 0!
Turn: R91    | Dial:  0 -> 91 | Zero passes: 6076
Turn: L91    | Dial: 91 ->  0 | Zero passes: 6077  <== HIT 0!
Turn: R39    | Dial:  0 -> 39 | Zero passes: 6077
Turn: L22    | Dial: 39 -> 17 | Zero passes: 6077
Turn: R383   | Dial: 17 ->  0 | Zero passes: 6081  <== HIT 0!
Turn: L8     | Dial:  0 -> 92 | Zero passes: 6081
Turn: L92    | Dial: 92 ->  0 | Zero passes: 6082  <== HIT 0!
Turn: R56    | Dial:  0 -> 56 | Zero passes: 6082
Turn: R44    | Dial: 56 ->  0 | Zero passes: 6083  <== HIT 0!
Turn: R33    | Dial:  0 -> 33 | Zero passes: 6083
Turn: R49    | Dial: 33 -> 82 | Zero passes: 6083
Turn: L82    | Dial: 82 ->  0 | Zero passes: 6084  <== HIT 0!
Turn: L88    | Dial:  0 -> 12 | Zero passes: 6084
Turn: R76    | Dial: 12 -> 88 | Zero passes: 6084
Turn: L60    | Dial: 88 -> 28 | Zero passes: 6084
Turn: R87    | Dial: 28 -> 15 | Zero passes: 6085
Turn: L15    | Dial: 15 ->  0 | Zero passes: 6086  <== HIT 0!
Turn: R172   | Dial:  0 -> 72 | Zero passes: 6087
Turn: R371   | Dial: 72 -> 43 | Zero passes: 6091
Turn: R1     | Dial: 43 -> 44 | Zero passes: 6091
Turn: L44    | Dial: 44 ->  0 | Zero passes: 6092  <== HIT 0!
Turn: L43    | Dial:  0 -> 57 | Zero passes: 6092
Turn: L41    | Dial: 57 -> 16 | Zero passes: 6092
Turn: L74    | Dial: 16 -> 42 | Zero passes: 6093
Turn: R1     | Dial: 42 -> 43 | Zero passes: 6093
Turn: L79    | Dial: 43 -> 64 | Zero passes: 6094
Turn: R435   | Dial: 64 -> 99 | Zero passes: 6098
Turn: L12    | Dial: 99 -> 87 | Zero passes: 6098
Turn: L87    | Dial: 87 ->  0 | Zero passes: 6099  <== HIT 0!
Turn: R28    | Dial:  0 -> 28 | Zero passes: 6099
Turn: R78    | Dial: 28 ->  6 | Zero passes: 6100
Turn: R294   | Dial:  6 ->  0 | Zero passes: 6103  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 6103
Turn: L285   | Dial: 89 ->  4 | Zero passes: 6105
Turn: R37    | Dial:  4 -> 41 | Zero passes: 6105
Turn: R19    | Dial: 41 -> 60 | Zero passes: 6105
Turn: R68    | Dial: 60 -> 28 | Zero passes: 6106
Turn: R72    | Dial: 28 ->  0 | Zero passes: 6107  <== HIT 0!
Turn: L59    | Dial:  0 -> 41 | Zero passes: 6107
Turn: R59    | Dial: 41 ->  0 | Zero passes: 6108  <== HIT 0!
Turn: R91    | Dial:  0 -> 91 | Zero passes: 6108
Turn: R203   | Dial: 91 -> 94 | Zero passes: 6110
Turn: L94    | Dial: 94 ->  0 | Zero passes: 6111  <== HIT 0!
Turn: R1     | Dial:  0 ->  1 | Zero passes: 6111
Turn: R35    | Dial:  1 -> 36 | Zero passes: 6111
Turn: R64    | Dial: 36 ->  0 | Zero passes: 6112  <== HIT 0!
Turn: L47    | Dial:  0 -> 53 | Zero passes: 6112
Turn: R47    | Dial: 53 ->  0 | Zero passes: 6113  <== HIT 0!
Turn: L75    | Dial:  0 -> 25 | Zero passes: 6113
Turn: L717   | Dial: 25 ->  8 | Zero passes: 6120
Turn: R92    | Dial:  8 ->  0 | Zero passes: 6121  <== HIT 0!
Turn: L27    | Dial:  0 -> 73 | Zero passes: 6121
Turn: L45    | Dial: 73 -> 28 | Zero passes: 6121
Turn: R72    | Dial: 28 ->  0 | Zero passes: 6122  <== HIT 0!
Turn: L22    | Dial:  0 -> 78 | Zero passes: 6122
Turn: R22    | Dial: 78 ->  0 | Zero passes: 6123  <== HIT 0!
Turn: L25    | Dial:  0 -> 75 | Zero passes: 6123
Turn: R76    | Dial: 75 -> 51 | Zero passes: 6124
Turn: R45    | Dial: 51 -> 96 | Zero passes: 6124
Turn: L283   | Dial: 96 -> 13 | Zero passes: 6126
Turn: R87    | Dial: 13 ->  0 | Zero passes: 6127  <== HIT 0!
Turn: R509   | Dial:  0 ->  9 | Zero passes: 6132
Turn: L9     | Dial:  9 ->  0 | Zero passes: 6133  <== HIT 0!
Turn: L966   | Dial:  0 -> 34 | Zero passes: 6142
Turn: L22    | Dial: 34 -> 12 | Zero passes: 6142
Turn: R988   | Dial: 12 ->  0 | Zero passes: 6152  <== HIT 0!
Turn: L72    | Dial:  0 -> 28 | Zero passes: 6152
Turn: L28    | Dial: 28 ->  0 | Zero passes: 6153  <== HIT 0!
Turn: L64    | Dial:  0 -> 36 | Zero passes: 6153
Turn: L36    | Dial: 36 ->  0 | Zero passes: 6154  <== HIT 0!
Turn: L69    | Dial:  0 -> 31 | Zero passes: 6154
Turn: L814   | Dial: 31 -> 17 | Zero passes: 6162
Turn: R83    | Dial: 17 ->  0 | Zero passes: 6163  <== HIT 0!
Turn: L86    | Dial:  0 -> 14 | Zero passes: 6163
Turn: R28    | Dial: 14 -> 42 | Zero passes: 6163
Turn: R51    | Dial: 42 -> 93 | Zero passes: 6163
Turn: R58    | Dial: 93 -> 51 | Zero passes: 6164
Turn: R79    | Dial: 51 -> 30 | Zero passes: 6165
Turn: R70    | Dial: 30 ->  0 | Zero passes: 6166  <== HIT 0!
Turn: R547   | Dial:  0 -> 47 | Zero passes: 6171
Turn: R52    | Dial: 47 -> 99 | Zero passes: 6171
Turn: R1     | Dial: 99 ->  0 | Zero passes: 6172  <== HIT 0!
Turn: R78    | Dial:  0 -> 78 | Zero passes: 6172
Turn: R92    | Dial: 78 -> 70 | Zero passes: 6173
Turn: L26    | Dial: 70 -> 44 | Zero passes: 6173
Turn: R56    | Dial: 44 ->  0 | Zero passes: 6174  <== HIT 0!
Turn: L936   | Dial:  0 -> 64 | Zero passes: 6183
Turn: R536   | Dial: 64 ->  0 | Zero passes: 6189  <== HIT 0!
Turn: R75    | Dial:  0 -> 75 | Zero passes: 6189
Turn: R525   | Dial: 75 ->  0 | Zero passes: 6195  <== HIT 0!
Turn: R13    | Dial:  0 -> 13 | Zero passes: 6195
Turn: R96    | Dial: 13 ->  9 | Zero passes: 6196
Turn: R637   | Dial:  9 -> 46 | Zero passes: 6202
Turn: R64    | Dial: 46 -> 10 | Zero passes: 6203
Turn: L52    | Dial: 10 -> 58 | Zero passes: 6204
Turn: L29    | Dial: 58 -> 29 | Zero passes: 6204
Turn: L43    | Dial: 29 -> 86 | Zero passes: 6205
Turn: R14    | Dial: 86 ->  0 | Zero passes: 6206  <== HIT 0!
Turn: R62    | Dial:  0 -> 62 | Zero passes: 6206
Turn: L95    | Dial: 62 -> 67 | Zero passes: 6207
Turn: L97    | Dial: 67 -> 70 | Zero passes: 6208
Turn: R30    | Dial: 70 ->  0 | Zero passes: 6209  <== HIT 0!
Turn: R85    | Dial:  0 -> 85 | Zero passes: 6209
Turn: L85    | Dial: 85 ->  0 | Zero passes: 6210  <== HIT 0!
Turn: L577   | Dial:  0 -> 23 | Zero passes: 6215
Turn: R77    | Dial: 23 ->  0 | Zero passes: 6216  <== HIT 0!
Turn: R243   | Dial:  0 -> 43 | Zero passes: 6218
Turn: R141   | Dial: 43 -> 84 | Zero passes: 6219
Turn: L91    | Dial: 84 -> 93 | Zero passes: 6220
Turn: L93    | Dial: 93 ->  0 | Zero passes: 6221  <== HIT 0!
Turn: L33    | Dial:  0 -> 67 | Zero passes: 6221
Turn: L89    | Dial: 67 -> 78 | Zero passes: 6222
Turn: R22    | Dial: 78 ->  0 | Zero passes: 6223  <== HIT 0!
Turn: L76    | Dial:  0 -> 24 | Zero passes: 6223
Turn: R321   | Dial: 24 -> 45 | Zero passes: 6226
Turn: R6     | Dial: 45 -> 51 | Zero passes: 6226
Turn: L805   | Dial: 51 -> 46 | Zero passes: 6234
Turn: R97    | Dial: 46 -> 43 | Zero passes: 6235
Turn: L43    | Dial: 43 ->  0 | Zero passes: 6236  <== HIT 0!
Turn: R94    | Dial:  0 -> 94 | Zero passes: 6236
Turn: L87    | Dial: 94 ->  7 | Zero passes: 6236
Turn: L46    | Dial:  7 -> 61 | Zero passes: 6237
Turn: R539   | Dial: 61 ->  0 | Zero passes: 6243  <== HIT 0!
Turn: R27    | Dial:  0 -> 27 | Zero passes: 6243
Turn: L51    | Dial: 27 -> 76 | Zero passes: 6244
Turn: L74    | Dial: 76 ->  2 | Zero passes: 6244
Turn: R998   | Dial:  2 ->  0 | Zero passes: 6254  <== HIT 0!
Turn: R514   | Dial:  0 -> 14 | Zero passes: 6259
Turn: L14    | Dial: 14 ->  0 | Zero passes: 6260  <== HIT 0!
Turn: R45    | Dial:  0 -> 45 | Zero passes: 6260
Turn: R21    | Dial: 45 -> 66 | Zero passes: 6260
Turn: R34    | Dial: 66 ->  0 | Zero passes: 6261  <== HIT 0!
Turn: L8     | Dial:  0 -> 92 | Zero passes: 6261
Turn: L292   | Dial: 92 ->  0 | Zero passes: 6264  <== HIT 0!
Turn: R3     | Dial:  0 ->  3 | Zero passes: 6264
Turn: L630   | Dial:  3 -> 73 | Zero passes: 6271
Turn: L860   | Dial: 73 -> 13 | Zero passes: 6279
Turn: R80    | Dial: 13 -> 93 | Zero passes: 6279
Turn: L2     | Dial: 93 -> 91 | Zero passes: 6279
Turn: L41    | Dial: 91 -> 50 | Zero passes: 6279
Turn: L50    | Dial: 50 ->  0 | Zero passes: 6280  <== HIT 0!
Turn: L20    | Dial:  0 -> 80 | Zero passes: 6280
Turn: R57    | Dial: 80 -> 37 | Zero passes: 6281
Turn: R64    | Dial: 37 ->  1 | Zero passes: 6282
Turn: L58    | Dial:  1 -> 43 | Zero passes: 6283
Turn: R57    | Dial: 43 ->  0 | Zero passes: 6284  <== HIT 0!
Turn: R88    | Dial:  0 -> 88 | Zero passes: 6284
Turn: R63    | Dial: 88 -> 51 | Zero passes: 6285
Turn: R76    | Dial: 51 -> 27 | Zero passes: 6286
Turn: L27    | Dial: 27 ->  0 | Zero passes: 6287  <== HIT 0!
Turn: R260   | Dial:  0 -> 60 | Zero passes: 6289
Turn: R2     | Dial: 60 -> 62 | Zero passes: 6289
Turn: R18    | Dial: 62 -> 80 | Zero passes: 6289
Turn: R75    | Dial: 80 -> 55 | Zero passes: 6290
Turn: L55    | Dial: 55 ->  0 | Zero passes: 6291  <== HIT 0!
Turn: L4     | Dial:  0 -> 96 | Zero passes: 6291
Turn: R384   | Dial: 96 -> 80 | Zero passes: 6295
Turn: R20    | Dial: 80 ->  0 | Zero passes: 6296  <== HIT 0!
Turn: L97    | Dial:  0 ->  3 | Zero passes: 6296
Turn: L402   | Dial:  3 ->  1 | Zero passes: 6300
Turn: R10    | Dial:  1 -> 11 | Zero passes: 6300
Turn: L772   | Dial: 11 -> 39 | Zero passes: 6308
Turn: L70    | Dial: 39 -> 69 | Zero passes: 6309
Turn: L967   | Dial: 69 ->  2 | Zero passes: 6318
Turn: L682   | Dial:  2 -> 20 | Zero passes: 6325
Turn: L20    | Dial: 20 ->  0 | Zero passes: 6326  <== HIT 0!
Turn: R87    | Dial:  0 -> 87 | Zero passes: 6326
Turn: R13    | Dial: 87 ->  0 | Zero passes: 6327  <== HIT 0!
Turn: L27    | Dial:  0 -> 73 | Zero passes: 6327
Turn: R53    | Dial: 73 -> 26 | Zero passes: 6328
Turn: L256   | Dial: 26 -> 70 | Zero passes: 6331
Turn: R15    | Dial: 70 -> 85 | Zero passes: 6331
Turn: L85    | Dial: 85 ->  0 | Zero passes: 6332  <== HIT 0!
Turn: R77    | Dial:  0 -> 77 | Zero passes: 6332
Turn: R23    | Dial: 77 ->  0 | Zero passes: 6333  <== HIT 0!
Turn: R48    | Dial:  0 -> 48 | Zero passes: 6333
Turn: L48    | Dial: 48 ->  0 | Zero passes: 6334  <== HIT 0!
Turn: R88    | Dial:  0 -> 88 | Zero passes: 6334
Turn: R712   | Dial: 88 ->  0 | Zero passes: 6342  <== HIT 0!
Turn: L3     | Dial:  0 -> 97 | Zero passes: 6342
Turn: L97    | Dial: 97 ->  0 | Zero passes: 6343  <== HIT 0!
Turn: R94    | Dial:  0 -> 94 | Zero passes: 6343
Turn: L95    | Dial: 94 -> 99 | Zero passes: 6344
Turn: L50    | Dial: 99 -> 49 | Zero passes: 6344
Turn: L49    | Dial: 49 ->  0 | Zero passes: 6345  <== HIT 0!
Turn: L222   | Dial:  0 -> 78 | Zero passes: 6347
Turn: L56    | Dial: 78 -> 22 | Zero passes: 6347
Turn: R45    | Dial: 22 -> 67 | Zero passes: 6347
Turn: L367   | Dial: 67 ->  0 | Zero passes: 6351  <== HIT 0!
Turn: L56    | Dial:  0 -> 44 | Zero passes: 6351
Turn: R23    | Dial: 44 -> 67 | Zero passes: 6351
Turn: L567   | Dial: 67 ->  0 | Zero passes: 6357  <== HIT 0!
Turn: L74    | Dial:  0 -> 26 | Zero passes: 6357
Turn: L65    | Dial: 26 -> 61 | Zero passes: 6358
Turn: L58    | Dial: 61 ->  3 | Zero passes: 6358
Turn: R45    | Dial:  3 -> 48 | Zero passes: 6358
Turn: R62    | Dial: 48 -> 10 | Zero passes: 6359
Turn: R190   | Dial: 10 ->  0 | Zero passes: 6361  <== HIT 0!
Turn: R42    | Dial:  0 -> 42 | Zero passes: 6361
Turn: L42    | Dial: 42 ->  0 | Zero passes: 6362  <== HIT 0!
Turn: R99    | Dial:  0 -> 99 | Zero passes: 6362
Turn: R326   | Dial: 99 -> 25 | Zero passes: 6366
Turn: R95    | Dial: 25 -> 20 | Zero passes: 6367
Turn: R80    | Dial: 20 ->  0 | Zero passes: 6368  <== HIT 0!
Turn: R38    | Dial:  0 -> 38 | Zero passes: 6368
Turn: R42    | Dial: 38 -> 80 | Zero passes: 6368
Turn: R55    | Dial: 80 -> 35 | Zero passes: 6369
Turn: R49    | Dial: 35 -> 84 | Zero passes: 6369
Turn: R16    | Dial: 84 ->  0 | Zero passes: 6370  <== HIT 0!
Turn: L986   | Dial:  0 -> 14 | Zero passes: 6379
Turn: L65    | Dial: 14 -> 49 | Zero passes: 6380
Turn: L49    | Dial: 49 ->  0 | Zero passes: 6381  <== HIT 0!
Turn: L92    | Dial:  0 ->  8 | Zero passes: 6381
Turn: L708   | Dial:  8 ->  0 | Zero passes: 6389  <== HIT 0!
Turn: L18    | Dial:  0 -> 82 | Zero passes: 6389
Turn: R12    | Dial: 82 -> 94 | Zero passes: 6389
Turn: R93    | Dial: 94 -> 87 | Zero passes: 6390
Turn: L74    | Dial: 87 -> 13 | Zero passes: 6390
Turn: L62    | Dial: 13 -> 51 | Zero passes: 6391
Turn: R221   | Dial: 51 -> 72 | Zero passes: 6393
Turn: R28    | Dial: 72 ->  0 | Zero passes: 6394  <== HIT 0!
Turn: L19    | Dial:  0 -> 81 | Zero passes: 6394
Turn: R19    | Dial: 81 ->  0 | Zero passes: 6395  <== HIT 0!
Turn: R89    | Dial:  0 -> 89 | Zero passes: 6395
Turn: R11    | Dial: 89 ->  0 | Zero passes: 6396  <== HIT 0!
Turn: L919   | Dial:  0 -> 81 | Zero passes: 6405
Turn: R19    | Dial: 81 ->  0 | Zero passes: 6406  <== HIT 0!
Turn: R68    | Dial:  0 -> 68 | Zero passes: 6406
Turn: R12    | Dial: 68 -> 80 | Zero passes: 6406
Turn: R380   | Dial: 80 -> 60 | Zero passes: 6410
Turn: L160   | Dial: 60 ->  0 | Zero passes: 6412  <== HIT 0!
Turn: L54    | Dial:  0 -> 46 | Zero passes: 6412
Turn: L95    | Dial: 46 -> 51 | Zero passes: 6413
Turn: R241   | Dial: 51 -> 92 | Zero passes: 6415
Turn: R48    | Dial: 92 -> 40 | Zero passes: 6416
Turn: L2     | Dial: 40 -> 38 | Zero passes: 6416
Turn: R633   | Dial: 38 -> 71 | Zero passes: 6422
Turn: R87    | Dial: 71 -> 58 | Zero passes: 6423
Turn: L25    | Dial: 58 -> 33 | Zero passes: 6423
Turn: R501   | Dial: 33 -> 34 | Zero passes: 6428
Turn: R69    | Dial: 34 ->  3 | Zero passes: 6429
Turn: L845   | Dial:  3 -> 58 | Zero passes: 6438
Turn: R78    | Dial: 58 -> 36 | Zero passes: 6439
Turn: R86    | Dial: 36 -> 22 | Zero passes: 6440
Turn: R44    | Dial: 22 -> 66 | Zero passes: 6440
Turn: L66    | Dial: 66 ->  0 | Zero passes: 6441  <== HIT 0!
Turn: R65    | Dial:  0 -> 65 | Zero passes: 6441
Turn: R82    | Dial: 65 -> 47 | Zero passes: 6442
Turn: L61    | Dial: 47 -> 86 | Zero passes: 6443
Turn: L86    | Dial: 86 ->  0 | Zero passes: 6444  <== HIT 0!
Turn: R12    | Dial:  0 -> 12 | Zero passes: 6444
Turn: L44    | Dial: 12 -> 68 | Zero passes: 6445
Turn: R9     | Dial: 68 -> 77 | Zero passes: 6445
Turn: R435   | Dial: 77 -> 12 | Zero passes: 6450
Turn: L137   | Dial: 12 -> 75 | Zero passes: 6452
Turn: L815   | Dial: 75 -> 60 | Zero passes: 6460
Turn: L60    | Dial: 60 ->  0 | Zero passes: 6461  <== HIT 0!
Turn: R76    | Dial:  0 -> 76 | Zero passes: 6461
Turn: R575   | Dial: 76 -> 51 | Zero passes: 6467
Turn: R181   | Dial: 51 -> 32 | Zero passes: 6469
Turn: R868   | Dial: 32 ->  0 | Zero passes: 6478  <== HIT 0!
Turn: R56    | Dial:  0 -> 56 | Zero passes: 6478
Turn: L56    | Dial: 56 ->  0 | Zero passes: 6479  <== HIT 0!
Turn: R70    | Dial:  0 -> 70 | Zero passes: 6479
Turn: L70    | Dial: 70 ->  0 | Zero passes: 6480  <== HIT 0!
Turn: L7     | Dial:  0 -> 93 | Zero passes: 6480
Turn: R507   | Dial: 93 ->  0 | Zero passes: 6486  <== HIT 0!
Turn: L34    | Dial:  0 -> 66 | Zero passes: 6486
Turn: R34    | Dial: 66 ->  0 | Zero passes: 6487  <== HIT 0!
Turn: R567   | Dial:  0 -> 67 | Zero passes: 6492
Turn: L833   | Dial: 67 -> 34 | Zero passes: 6500
Turn: R67    | Dial: 34 ->  1 | Zero passes: 6501
Turn: R99    | Dial:  1 ->  0 | Zero passes: 6502  <== HIT 0!
Turn: R811   | Dial:  0 -> 11 | Zero passes: 6510
Turn: R7     | Dial: 11 -> 18 | Zero passes: 6510
Turn: R72    | Dial: 18 -> 90 | Zero passes: 6510
Turn: L64    | Dial: 90 -> 26 | Zero passes: 6510
